date,season,location,team1,team2,score1,score2,result,team1winrate,team2winrate,prediction,accuracy
2023-09-14,2023,H,PHI,MIN,34,28,1.0,0.8,0.5,0.6153846153846154,1.0
2023-09-17,2023,A,IND,HOU,31,20,1.0,0.4,0.444,0.4739336492890995,0.0
2023-09-17,2023,A,LV,BUF,10,38,0.0,0.4,0.6,0.4,1.0
2023-09-17,2023,A,BAL,CIN,27,24,1.0,0.7,0.556,0.5573248407643312,1.0
2023-09-17,2023,A,SEA,DET,37,31,1.0,0.667,0.7,0.4879297732260425,0.0
2023-09-17,2023,A,MIA,NE,24,17,1.0,0.7,0.3,0.7,1.0
2023-09-17,2023,A,KC,JAX,17,9,1.0,0.7,0.7,0.5,0.5
2023-09-17,2023,A,CHI,TB,17,27,0.0,0.3,0.444,0.4032258064516129,1.0
2023-09-17,2023,A,LAC,TEN,24,27,0.0,0.444,0.4,0.5260663507109005,0.0
2023-09-17,2023,A,NYG,ARI,31,28,1.0,0.3,0.2,0.6,1.0
2023-09-17,2023,A,SF,LAR,30,23,1.0,0.6,0.4,0.6,1.0
2023-09-17,2023,A,GB,ATL,24,25,0.0,0.333,0.5,0.3997599039615847,1.0
2023-09-17,2023,A,NYJ,DAL,10,30,0.0,0.556,0.667,0.45461978740801307,1.0
2023-09-17,2023,A,WAS,DEN,35,33,1.0,0.4,0.4,0.5,0.5
2023-09-17,2023,H,ATL,GB,25,24,1.0,0.5,0.333,0.6002400960384154,1.0
2023-09-17,2023,H,BUF,LV,38,10,1.0,0.6,0.4,0.6,1.0
2023-09-17,2023,H,CIN,BAL,24,27,0.0,0.556,0.7,0.4426751592356688,1.0
2023-09-17,2023,H,DET,SEA,31,37,0.0,0.7,0.667,0.5120702267739575,0.0
2023-09-17,2023,H,HOU,IND,20,31,0.0,0.444,0.4,0.5260663507109005,0.0
2023-09-17,2023,H,JAX,KC,9,17,0.0,0.7,0.7,0.5,0.5
2023-09-17,2023,H,TB,CHI,27,17,1.0,0.444,0.3,0.5967741935483871,1.0
2023-09-17,2023,H,TEN,LAC,27,24,1.0,0.4,0.444,0.4739336492890995,0.0
2023-09-17,2023,H,ARI,NYG,28,31,0.0,0.2,0.3,0.4,1.0
2023-09-17,2023,H,LAR,SF,23,30,0.0,0.4,0.6,0.4,1.0
2023-09-17,2023,H,DAL,NYJ,30,10,1.0,0.667,0.556,0.5453802125919869,1.0
2023-09-17,2023,H,DEN,WAS,33,35,0.0,0.4,0.4,0.5,0.5
2023-09-17,2023,H,NE,MIA,17,24,0.0,0.3,0.7,0.3,1.0
2023-09-18,2023,H,CAR,NO,17,20,0.0,0.222,0.5,0.3074792243767313,1.0
2023-09-18,2023,H,PIT,CLE,26,22,1.0,0.6,0.556,0.5190311418685121,1.0
2023-09-18,2023,A,CLE,PIT,22,26,0.0,0.556,0.6,0.4809688581314879,1.0
2023-09-18,2023,A,NO,CAR,20,17,1.0,0.5,0.222,0.6925207756232687,1.0
2023-09-21,2023,H,SF,NYG,30,12,1.0,0.6,0.3,0.6666666666666667,1.0
2023-09-21,2023,A,NYG,SF,12,30,0.0,0.3,0.6,0.33333333333333337,1.0
2023-09-24,2023,A,DAL,ARI,16,28,0.0,0.667,0.2,0.7693194925028836,0.0
2023-09-24,2023,A,CAR,SEA,27,37,0.0,0.222,0.667,0.24971878515185603,1.0
2023-09-24,2023,A,BUF,WAS,37,3,1.0,0.6,0.4,0.6,1.0
2023-09-24,2023,A,NE,NYJ,15,10,1.0,0.3,0.556,0.3504672897196261,0.0
2023-09-24,2023,A,LAC,MIN,28,24,1.0,0.444,0.5,0.4703389830508475,0.0
2023-09-24,2023,A,DEN,MIA,20,70,0.0,0.4,0.7,0.36363636363636365,1.0
2023-09-24,2023,A,HOU,JAX,37,17,1.0,0.444,0.7,0.3881118881118881,0.0
2023-09-24,2023,A,NO,GB,17,18,0.0,0.5,0.333,0.6002400960384154,0.0
2023-09-24,2023,A,ATL,DET,6,20,0.0,0.5,0.7,0.4166666666666667,1.0
2023-09-24,2023,H,LV,PIT,18,23,0.0,0.4,0.6,0.4,1.0
2023-09-24,2023,A,TEN,CLE,3,27,0.0,0.4,0.556,0.41841004184100417,1.0
2023-09-24,2023,A,IND,BAL,22,19,1.0,0.4,0.7,0.36363636363636365,0.0
2023-09-24,2023,H,KC,CHI,41,10,1.0,0.7,0.3,0.7,1.0
2023-09-24,2023,H,MIA,DEN,70,20,1.0,0.7,0.4,0.6363636363636362,1.0
2023-09-24,2023,H,ARI,DAL,28,16,1.0,0.2,0.667,0.23068050749711652,0.0
2023-09-24,2023,H,SEA,CAR,37,27,1.0,0.667,0.222,0.750281214848144,1.0
2023-09-24,2023,H,WAS,BUF,3,37,0.0,0.4,0.6,0.4,1.0
2023-09-24,2023,H,NYJ,NE,10,15,0.0,0.556,0.3,0.6495327102803738,0.0
2023-09-24,2023,H,MIN,LAC,24,28,0.0,0.5,0.444,0.5296610169491526,0.0
2023-09-24,2023,A,CHI,KC,10,41,0.0,0.3,0.7,0.3,1.0
2023-09-24,2023,H,JAX,HOU,17,37,0.0,0.7,0.444,0.6118881118881119,0.0
2023-09-24,2023,H,GB,NO,18,17,1.0,0.333,0.5,0.3997599039615847,0.0
2023-09-24,2023,H,DET,ATL,20,6,1.0,0.7,0.5,0.5833333333333334,1.0
2023-09-24,2023,H,CLE,TEN,27,3,1.0,0.556,0.4,0.5815899581589958,1.0
2023-09-24,2023,H,BAL,IND,19,22,0.0,0.7,0.4,0.6363636363636362,0.0
2023-09-24,2023,A,PIT,LV,23,18,1.0,0.6,0.4,0.6,1.0
2023-09-25,2023,A,LAR,CIN,16,19,0.0,0.4,0.556,0.41841004184100417,1.0
2023-09-25,2023,A,PHI,TB,25,11,1.0,0.8,0.444,0.6430868167202572,1.0
2023-09-25,2023,H,CIN,LAR,19,16,1.0,0.556,0.4,0.5815899581589958,1.0
2023-09-25,2023,H,TB,PHI,11,25,0.0,0.444,0.8,0.35691318327974275,1.0
2023-09-28,2023,H,GB,DET,20,34,0.0,0.333,0.7,0.3223620522749274,1.0
2023-09-28,2023,A,DET,GB,34,20,1.0,0.7,0.333,0.6776379477250726,1.0
2023-10-01,2023,A,ATL,JAX,7,23,0.0,0.5,0.7,0.4166666666666667,1.0
2023-10-01,2023,A,MIA,BUF,20,48,0.0,0.7,0.6,0.5384615384615385,0.0
2023-10-01,2023,A,MIN,CAR,21,13,1.0,0.5,0.222,0.6925207756232687,1.0
2023-10-01,2023,A,DEN,CHI,31,28,1.0,0.4,0.3,0.5714285714285715,1.0
2023-10-01,2023,A,BAL,CLE,28,3,1.0,0.7,0.556,0.5573248407643312,1.0
2023-10-01,2023,A,PIT,HOU,6,30,0.0,0.6,0.444,0.5747126436781609,0.0
2023-10-01,2023,A,LAR,IND,29,23,1.0,0.4,0.4,0.5,0.5
2023-10-01,2023,A,TB,NO,26,9,1.0,0.444,0.5,0.4703389830508475,0.0
2023-10-01,2023,A,WAS,PHI,31,34,0.0,0.4,0.8,0.3333333333333333,1.0
2023-10-01,2023,A,LV,LAC,17,24,0.0,0.4,0.444,0.4739336492890995,1.0
2023-10-01,2023,A,NE,DAL,3,38,0.0,0.3,0.667,0.3102378490175801,1.0
2023-10-01,2023,H,NYJ,KC,20,23,0.0,0.556,0.7,0.4426751592356688,1.0
2023-10-01,2023,H,SF,ARI,35,16,1.0,0.6,0.2,0.7499999999999999,1.0
2023-10-01,2023,H,DAL,NE,38,3,1.0,0.667,0.3,0.6897621509824199,1.0
2023-10-01,2023,H,LAC,LV,24,17,1.0,0.444,0.4,0.5260663507109005,1.0
2023-10-01,2023,A,CIN,TEN,3,27,0.0,0.556,0.4,0.5815899581589958,0.0
2023-10-01,2023,H,PHI,WAS,34,31,1.0,0.8,0.4,0.6666666666666666,1.0
2023-10-01,2023,H,NO,TB,9,26,0.0,0.5,0.444,0.5296610169491526,0.0
2023-10-01,2023,H,IND,LAR,23,29,0.0,0.4,0.4,0.5,0.5
2023-10-01,2023,H,HOU,PIT,30,6,1.0,0.444,0.6,0.42528735632183906,0.0
2023-10-01,2023,H,TEN,CIN,27,3,1.0,0.4,0.556,0.41841004184100417,0.0
2023-10-01,2023,H,CHI,DEN,28,31,0.0,0.3,0.4,0.4285714285714286,1.0
2023-10-01,2023,H,CAR,MIN,13,21,0.0,0.222,0.5,0.3074792243767313,1.0
2023-10-01,2023,H,BUF,MIA,48,20,1.0,0.6,0.7,0.46153846153846156,0.0
2023-10-01,2023,H,JAX,ATL,23,7,1.0,0.7,0.5,0.5833333333333334,1.0
2023-10-01,2023,H,CLE,BAL,3,28,0.0,0.556,0.7,0.4426751592356688,1.0
2023-10-01,2023,A,KC,NYJ,23,20,1.0,0.7,0.556,0.5573248407643312,1.0
2023-10-01,2023,A,ARI,SF,16,35,0.0,0.2,0.6,0.25,1.0
2023-10-02,2023,A,SEA,NYG,24,3,1.0,0.667,0.3,0.6897621509824199,1.0
2023-10-02,2023,H,NYG,SEA,3,24,0.0,0.3,0.667,0.3102378490175801,1.0
2023-10-05,2023,H,WAS,CHI,20,40,0.0,0.4,0.3,0.5714285714285715,0.0
2023-10-05,2023,A,CHI,WAS,40,20,1.0,0.3,0.4,0.4285714285714286,0.0
2023-10-08,2023,H,BUF,JAX,20,25,0.0,0.6,0.7,0.46153846153846156,1.0
2023-10-08,2023,H,ATL,HOU,21,19,1.0,0.5,0.444,0.5296610169491526,1.0
2023-10-08,2023,H,DET,CAR,42,24,1.0,0.7,0.222,0.7592190889370933,1.0
2023-10-08,2023,H,IND,TEN,23,16,1.0,0.4,0.4,0.5,0.5
2023-10-08,2023,H,MIA,NYG,31,16,1.0,0.7,0.3,0.7,1.0
2023-10-08,2023,H,NE,NO,0,34,0.0,0.3,0.5,0.37499999999999994,1.0
2023-10-08,2023,H,PIT,BAL,17,10,1.0,0.6,0.7,0.46153846153846156,0.0
2023-10-08,2023,H,ARI,CIN,20,34,0.0,0.2,0.556,0.26455026455026454,1.0
2023-10-08,2023,H,MIN,KC,20,27,0.0,0.5,0.7,0.4166666666666667,1.0
2023-10-08,2023,H,DEN,NYJ,21,31,0.0,0.4,0.556,0.41841004184100417,1.0
2023-10-08,2023,A,JAX,BUF,25,20,1.0,0.7,0.6,0.5384615384615385,1.0
2023-10-08,2023,A,HOU,ATL,19,21,0.0,0.444,0.5,0.4703389830508475,1.0
2023-10-08,2023,A,CAR,DET,24,42,0.0,0.222,0.7,0.24078091106290675,1.0
2023-10-08,2023,A,TEN,IND,16,23,0.0,0.4,0.4,0.5,0.5
2023-10-08,2023,A,NYG,MIA,16,31,0.0,0.3,0.7,0.3,1.0
2023-10-08,2023,A,NO,NE,34,0,1.0,0.5,0.3,0.625,1.0
2023-10-08,2023,A,BAL,PIT,10,17,0.0,0.7,0.6,0.5384615384615385,0.0
2023-10-08,2023,A,CIN,ARI,34,20,1.0,0.556,0.2,0.7354497354497355,1.0
2023-10-08,2023,A,PHI,LAR,23,14,1.0,0.8,0.4,0.6666666666666666,1.0
2023-10-08,2023,A,NYJ,DEN,31,21,1.0,0.556,0.4,0.5815899581589958,1.0
2023-10-08,2023,A,KC,MIN,27,20,1.0,0.7,0.5,0.5833333333333334,1.0
2023-10-08,2023,A,DAL,SF,10,42,0.0,0.667,0.6,0.526440410418311,0.0
2023-10-08,2023,H,SF,DAL,42,10,1.0,0.6,0.667,0.47355958958168903,0.0
2023-10-08,2023,H,LAR,PHI,14,23,0.0,0.4,0.8,0.3333333333333333,1.0
2023-10-09,2023,A,GB,LV,13,17,0.0,0.333,0.4,0.4542974079126875,1.0
2023-10-09,2023,H,LV,GB,17,13,1.0,0.4,0.333,0.5457025920873124,1.0
2023-10-12,2023,A,DEN,KC,8,19,0.0,0.4,0.7,0.36363636363636365,1.0
2023-10-12,2023,H,KC,DEN,19,8,1.0,0.7,0.4,0.6363636363636362,1.0
2023-10-15,2023,A,BAL,TEN,24,16,1.0,0.7,0.4,0.6363636363636362,1.0
2023-10-15,2023,A,WAS,ATL,24,16,1.0,0.4,0.5,0.4444444444444445,0.0
2023-10-15,2023,A,MIN,CHI,19,13,1.0,0.5,0.3,0.625,1.0
2023-10-15,2023,A,SF,CLE,17,19,0.0,0.6,0.556,0.5190311418685121,0.0
2023-10-15,2023,A,NO,HOU,13,20,0.0,0.5,0.444,0.5296610169491526,0.0
2023-10-15,2023,A,IND,JAX,20,37,0.0,0.4,0.7,0.36363636363636365,1.0
2023-10-15,2023,A,SEA,CIN,13,17,0.0,0.667,0.556,0.5453802125919869,0.0
2023-10-15,2023,A,NE,LV,17,21,0.0,0.3,0.4,0.4285714285714286,1.0
2023-10-15,2023,A,PHI,NYJ,14,20,0.0,0.8,0.556,0.5899705014749262,0.0
2023-10-15,2023,H,BUF,NYG,14,9,1.0,0.6,0.3,0.6666666666666667,1.0
2023-10-15,2023,A,ARI,LAR,9,26,0.0,0.2,0.4,0.3333333333333333,1.0
2023-10-15,2023,H,LAR,ARI,26,9,1.0,0.4,0.2,0.6666666666666666,1.0
2023-10-15,2023,H,LV,NE,21,17,1.0,0.4,0.3,0.5714285714285715,1.0
2023-10-15,2023,H,MIA,CAR,42,21,1.0,0.7,0.222,0.7592190889370933,1.0
2023-10-15,2023,H,JAX,IND,37,20,1.0,0.7,0.4,0.6363636363636362,1.0
2023-10-15,2023,A,CAR,MIA,21,42,0.0,0.222,0.7,0.24078091106290675,1.0
2023-10-15,2023,H,TB,DET,6,20,0.0,0.444,0.7,0.3881118881118881,1.0
2023-10-15,2023,H,CLE,SF,19,17,1.0,0.556,0.6,0.4809688581314879,0.0
2023-10-15,2023,H,CIN,SEA,17,13,1.0,0.556,0.667,0.45461978740801307,0.0
2023-10-15,2023,H,CHI,MIN,13,19,0.0,0.3,0.5,0.37499999999999994,1.0
2023-10-15,2023,H,ATL,WAS,16,24,0.0,0.5,0.4,0.5555555555555556,0.0
2023-10-15,2023,H,TEN,BAL,16,24,0.0,0.4,0.7,0.36363636363636365,1.0
2023-10-15,2023,H,HOU,NO,20,13,1.0,0.444,0.5,0.4703389830508475,0.0
2023-10-15,2023,H,NYJ,PHI,20,14,1.0,0.556,0.8,0.41002949852507375,0.0
2023-10-15,2023,A,DET,TB,20,6,1.0,0.7,0.444,0.6118881118881119,1.0
2023-10-15,2023,A,NYG,BUF,9,14,0.0,0.3,0.6,0.33333333333333337,1.0
2023-10-16,2023,H,LAC,DAL,17,20,0.0,0.444,0.667,0.39963996399639967,1.0
2023-10-16,2023,A,DAL,LAC,20,17,1.0,0.667,0.444,0.6003600360036004,1.0
2023-10-19,2023,H,NO,JAX,24,31,0.0,0.5,0.7,0.4166666666666667,1.0
2023-10-19,2023,A,JAX,NO,31,24,1.0,0.7,0.5,0.5833333333333334,1.0
2023-10-22,2023,H,BAL,DET,38,6,1.0,0.7,0.7,0.5,0.5
2023-10-22,2023,H,CHI,LV,30,12,1.0,0.3,0.4,0.4285714285714286,0.0
2023-10-22,2023,H,IND,CLE,38,39,0.0,0.4,0.556,0.41841004184100417,1.0
2023-10-22,2023,H,NE,BUF,29,25,1.0,0.3,0.6,0.33333333333333337,0.0
2023-10-22,2023,H,NYG,WAS,14,7,1.0,0.3,0.4,0.4285714285714286,0.0
2023-10-22,2023,H,TB,ATL,13,16,0.0,0.444,0.5,0.4703389830508475,1.0
2023-10-22,2023,H,LAR,PIT,17,24,0.0,0.4,0.6,0.4,1.0
2023-10-22,2023,H,SEA,ARI,20,10,1.0,0.667,0.2,0.7693194925028836,1.0
2023-10-22,2023,H,DEN,GB,19,17,1.0,0.4,0.333,0.5457025920873124,1.0
2023-10-22,2023,A,MIA,PHI,17,31,0.0,0.7,0.8,0.4666666666666666,1.0
2023-10-22,2023,A,LAC,KC,17,31,0.0,0.444,0.7,0.3881118881118881,1.0
2023-10-22,2023,A,DET,BAL,6,38,0.0,0.7,0.7,0.5,0.5
2023-10-22,2023,A,LV,CHI,12,30,0.0,0.4,0.3,0.5714285714285715,0.0
2023-10-22,2023,A,CLE,IND,39,38,1.0,0.556,0.4,0.5815899581589958,1.0
2023-10-22,2023,A,BUF,NE,25,29,0.0,0.6,0.3,0.6666666666666667,0.0
2023-10-22,2023,A,WAS,NYG,7,14,0.0,0.4,0.3,0.5714285714285715,0.0
2023-10-22,2023,A,ATL,TB,16,13,1.0,0.5,0.444,0.5296610169491526,1.0
2023-10-22,2023,A,PIT,LAR,24,17,1.0,0.6,0.4,0.6,1.0
2023-10-22,2023,A,ARI,SEA,10,20,0.0,0.2,0.667,0.23068050749711652,1.0
2023-10-22,2023,A,GB,DEN,17,19,0.0,0.333,0.4,0.4542974079126875,1.0
2023-10-22,2023,H,KC,LAC,31,17,1.0,0.7,0.444,0.6118881118881119,1.0
2023-10-22,2023,H,PHI,MIA,31,17,1.0,0.8,0.7,0.5333333333333333,1.0
2023-10-23,2023,H,MIN,SF,22,17,1.0,0.5,0.6,0.45454545454545453,0.0
2023-10-23,2023,A,SF,MIN,17,22,0.0,0.6,0.5,0.5454545454545454,0.0
2023-10-26,2023,H,BUF,TB,24,18,1.0,0.6,0.444,0.5747126436781609,1.0
2023-10-26,2023,A,TB,BUF,18,24,0.0,0.444,0.6,0.42528735632183906,1.0
2023-10-29,2023,A,PHI,WAS,38,31,1.0,0.8,0.4,0.6666666666666666,1.0
2023-10-29,2023,A,ATL,TEN,23,28,0.0,0.5,0.4,0.5555555555555556,0.0
2023-10-29,2023,A,JAX,PIT,20,10,1.0,0.7,0.6,0.5384615384615385,1.0
2023-10-29,2023,A,NE,MIA,17,31,0.0,0.3,0.7,0.3,1.0
2023-10-29,2023,A,NO,IND,38,27,1.0,0.5,0.4,0.5555555555555556,1.0
2023-10-29,2023,A,MIN,GB,24,10,1.0,0.5,0.333,0.6002400960384154,1.0
2023-10-29,2023,A,LAR,DAL,20,43,0.0,0.4,0.667,0.3748828491096532,1.0
2023-10-29,2023,A,HOU,CAR,13,15,0.0,0.444,0.222,0.6666666666666666,0.0
2023-10-29,2023,A,CLE,SEA,20,24,0.0,0.556,0.667,0.45461978740801307,1.0
2023-10-29,2023,A,NYJ,NYG,13,10,1.0,0.556,0.3,0.6495327102803738,1.0
2023-10-29,2023,A,KC,DEN,9,24,0.0,0.7,0.4,0.6363636363636362,0.0
2023-10-29,2023,A,CHI,LAC,13,30,0.0,0.3,0.444,0.4032258064516129,1.0
2023-10-29,2023,H,CAR,HOU,15,13,1.0,0.222,0.444,0.3333333333333333,0.0
2023-10-29,2023,H,DAL,LAR,43,20,1.0,0.667,0.4,0.6251171508903467,1.0
2023-10-29,2023,H,GB,MIN,10,24,0.0,0.333,0.5,0.3997599039615847,1.0
2023-10-29,2023,H,IND,NO,27,38,0.0,0.4,0.5,0.4444444444444445,1.0
2023-10-29,2023,H,MIA,NE,31,17,1.0,0.7,0.3,0.7,1.0
2023-10-29,2023,H,NYG,NYJ,10,13,0.0,0.3,0.556,0.3504672897196261,1.0
2023-10-29,2023,H,PIT,JAX,10,20,0.0,0.6,0.7,0.46153846153846156,1.0
2023-10-29,2023,H,TEN,ATL,28,23,1.0,0.4,0.5,0.4444444444444445,0.0
2023-10-29,2023,H,WAS,PHI,31,38,0.0,0.4,0.8,0.3333333333333333,1.0
2023-10-29,2023,H,SEA,CLE,24,20,1.0,0.667,0.556,0.5453802125919869,1.0
2023-10-29,2023,H,ARI,BAL,24,31,0.0,0.2,0.7,0.22222222222222227,1.0
2023-10-29,2023,H,DEN,KC,24,9,1.0,0.4,0.7,0.36363636363636365,0.0
2023-10-29,2023,H,SF,CIN,17,31,0.0,0.6,0.556,0.5190311418685121,0.0
2023-10-29,2023,H,LAC,CHI,30,13,1.0,0.444,0.3,0.5967741935483871,1.0
2023-10-29,2023,A,BAL,ARI,31,24,1.0,0.7,0.2,0.7777777777777778,1.0
2023-10-29,2023,A,CIN,SF,31,17,1.0,0.556,0.6,0.4809688581314879,0.0
2023-10-30,2023,H,DET,LV,26,14,1.0,0.7,0.4,0.6363636363636362,1.0
2023-10-30,2023,A,LV,DET,14,26,0.0,0.4,0.7,0.36363636363636365,1.0
2023-11-02,2023,H,PIT,TEN,20,16,1.0,0.6,0.4,0.6,1.0
2023-11-02,2023,A,TEN,PIT,16,20,0.0,0.4,0.6,0.4,1.0
2023-11-05,2023,A,IND,CAR,27,13,1.0,0.4,0.222,0.6430868167202572,1.0
2023-11-05,2023,A,CHI,NO,17,24,0.0,0.3,0.5,0.37499999999999994,1.0
2023-11-05,2023,A,WAS,NE,20,17,1.0,0.4,0.3,0.5714285714285715,1.0
2023-11-05,2023,A,TB,HOU,37,39,0.0,0.444,0.444,0.5,0.5
2023-11-05,2023,A,ARI,CLE,0,27,0.0,0.2,0.556,0.26455026455026454,1.0
2023-11-05,2023,A,SEA,BAL,3,37,0.0,0.667,0.7,0.4879297732260425,1.0
2023-11-05,2023,A,MIN,ATL,31,28,1.0,0.5,0.5,0.5,0.5
2023-11-05,2023,A,MIA,KC,14,21,0.0,0.7,0.7,0.5,0.5
2023-11-05,2023,A,LAR,GB,3,20,0.0,0.4,0.333,0.5457025920873124,0.0
2023-11-05,2023,H,CIN,BUF,24,18,1.0,0.556,0.6,0.4809688581314879,0.0
2023-11-05,2023,A,NYG,LV,6,30,0.0,0.3,0.4,0.4285714285714286,1.0
2023-11-05,2023,H,PHI,DAL,28,23,1.0,0.8,0.667,0.5453306066803,1.0
2023-11-05,2023,H,LV,NYG,30,6,1.0,0.4,0.3,0.5714285714285715,1.0
2023-11-05,2023,H,CAR,IND,13,27,0.0,0.222,0.4,0.35691318327974275,1.0
2023-11-05,2023,H,NO,CHI,24,17,1.0,0.5,0.3,0.625,1.0
2023-11-05,2023,H,NE,WAS,17,20,0.0,0.3,0.4,0.4285714285714286,1.0
2023-11-05,2023,H,HOU,TB,39,37,1.0,0.444,0.444,0.5,0.5
2023-11-05,2023,H,GB,LAR,20,3,1.0,0.333,0.4,0.4542974079126875,0.0
2023-11-05,2023,H,CLE,ARI,27,0,1.0,0.556,0.2,0.7354497354497355,1.0
2023-11-05,2023,H,BAL,SEA,37,3,1.0,0.7,0.667,0.5120702267739575,1.0
2023-11-05,2023,H,ATL,MIN,28,31,0.0,0.5,0.5,0.5,0.5
2023-11-05,2023,H,KC,MIA,21,14,1.0,0.7,0.7,0.5,0.5
2023-11-05,2023,A,BUF,CIN,18,24,0.0,0.6,0.556,0.5190311418685121,0.0
2023-11-05,2023,A,DAL,PHI,23,28,0.0,0.667,0.8,0.4546693933197001,1.0
2023-11-06,2023,H,NYJ,LAC,6,27,0.0,0.556,0.444,0.556,0.0
2023-11-06,2023,A,LAC,NYJ,27,6,1.0,0.444,0.556,0.444,0.0
