season,team,winrate
1962,LAL,0.6707317073170732
1963,NYK,0.2682926829268293
1963,STL,0.5975609756097561
1963,CIN,0.524390243902439
1963,SFW,0.3902439024390244
1963,BOS,0.7195121951219512
1963,DET,0.4268292682926829
1963,CHZ,0.3170731707317073
1963,SYR,0.5975609756097561
1963,LAL,0.6585365853658537
1964,NYK,0.2804878048780488
1964,STL,0.573170731707317
1964,CIN,0.6829268292682927
1964,PHI,0.4268292682926829
1964,SFW,0.5975609756097561
1964,BOS,0.7317073170731707
1964,DET,0.2926829268292683
1964,BAL,0.3902439024390244
1964,LAL,0.524390243902439
1965,NYK,0.3902439024390244
1965,PHI,0.5
1965,CIN,0.5975609756097561
1965,STL,0.5609756097560976
1965,SFW,0.21951219512195122
1965,BOS,0.7682926829268293
1965,DET,0.3902439024390244
1965,BAL,0.4634146341463415
1965,LAL,0.6097560975609756
1966,NYK,0.3780487804878049
1966,PHI,0.6829268292682927
1966,CIN,0.5609756097560976
1966,STL,0.45121951219512196
1966,SFW,0.43902439024390244
1966,BOS,0.6707317073170732
1966,DET,0.2804878048780488
1966,BAL,0.47560975609756095
1966,LAL,0.5609756097560976
1967,NYK,0.4457831325301205
1967,PHI,0.8313253012048193
1967,STL,0.4819277108433735
1967,SFW,0.5421686746987951
1967,BOS,0.7349397590361446
1967,BAL,0.25301204819277107
1967,CIN,0.4819277108433735
1967,CHI,0.40963855421686746
1967,DET,0.37349397590361444
1967,LAL,0.4457831325301205
1968,SEA,0.2857142857142857
1968,NJA,0.4625
1968,BOS,0.6547619047619048
1968,OAK,0.2875
1968,MNM,0.6375
1968,KEN,0.4625
1968,HSM,0.375
1968,CIN,0.47619047619047616
1968,DNR,0.575
1968,CHI,0.35714285714285715
1968,NOB,0.6125
1968,DET,0.4880952380952381
1968,ANA,0.325
1968,SDR,0.19047619047619047
1968,LAL,0.6309523809523809
1968,NYK,0.5238095238095238
1968,PHI,0.75
1968,STL,0.6785714285714286
1968,SFW,0.5238095238095238
1968,BAL,0.44047619047619047
1968,INA,0.4875
1968,PTP,0.6875
1968,DLC,0.5875
1969,SEA,0.36904761904761907
1969,BOS,0.5833333333333334
1969,OAK,0.7625
1969,KEN,0.5375
1969,HSM,0.3
1969,CIN,0.5
1969,DNR,0.5625
1969,CHI,0.40476190476190477
1969,NOB,0.5875
1969,DET,0.39285714285714285
1969,NYA,0.225
1969,SDR,0.4523809523809524
1969,LAL,0.6666666666666666
1969,MMF,0.55
1969,NYK,0.6547619047619048
1969,PHI,0.6666666666666666
1969,SFW,0.5
1969,LAS,0.425
1969,BAL,0.6904761904761905
1969,INA,0.5625
1969,ATL,0.5833333333333334
1969,PHO,0.20238095238095238
1969,DLC,0.525
1969,MIL,0.3333333333333333
1969,MNP,0.4625
1970,WSA,0.5232558139534884
1970,SEA,0.44047619047619047
1970,BOS,0.4166666666666667
1970,KEN,0.5348837209302325
1970,CIN,0.44047619047619047
1970,DNR,0.6046511627906976
1970,CHI,0.47619047619047616
1970,NOB,0.5
1970,DET,0.38095238095238093
1970,NYA,0.46511627906976744
1970,SDR,0.3333333333333333
1970,LAL,0.5595238095238095
1970,MMF,0.27906976744186046
1970,NYK,0.7261904761904762
1970,PHI,0.5119047619047619
1970,CAR,0.5
1970,SFW,0.36904761904761907
1970,LAS,0.5116279069767442
1970,BAL,0.6071428571428571
1970,INA,0.6976744186046512
1970,ATL,0.5833333333333334
1970,PHO,0.47619047619047616
1970,PTP,0.3488372093023256
1970,DLC,0.5348837209302325
1970,MIL,0.6785714285714286
1971,POR,0.35714285714285715
1971,SEA,0.4642857142857143
1971,BOS,0.5357142857142857
1971,KEN,0.5232558139534884
1971,CLE,0.19047619047619047
1971,TEX,0.36046511627906974
1971,VIR,0.6511627906976745
1971,UTS,0.6744186046511628
1971,CIN,0.40476190476190477
1971,DNR,0.36046511627906974
1971,CHI,0.6190476190476191
1971,BUF,0.27380952380952384
1971,NYA,0.47674418604651164
1971,DET,0.5476190476190477
1971,SDR,0.4880952380952381
1971,LAL,0.5833333333333334
1971,FLO,0.4418604651162791
1971,NYK,0.6309523809523809
1971,PHI,0.5714285714285714
1971,CAR,0.4069767441860465
1971,SFW,0.5
1971,MMP,0.4883720930232558
1971,BAL,0.5119047619047619
1971,INA,0.686046511627907
1971,ATL,0.44047619047619047
1971,PHO,0.5833333333333334
1971,MIL,0.7976190476190477
1971,PTC,0.43023255813953487
1972,HOU,0.4166666666666667
1972,POR,0.2261904761904762
1972,SEA,0.5714285714285714
1972,BOS,0.6785714285714286
1972,KEN,0.8023255813953488
1972,CLE,0.2857142857142857
1972,VIR,0.5348837209302325
1972,UTS,0.7093023255813954
1972,CIN,0.36904761904761907
1972,DNR,0.4069767441860465
1972,CHI,0.6904761904761905
1972,BUF,0.27380952380952384
1972,NYA,0.5232558139534884
1972,DET,0.32142857142857145
1972,LAL,0.8333333333333334
1972,FLO,0.43023255813953487
1972,NYK,0.5833333333333334
1972,PHI,0.36904761904761907
1972,GSW,0.6190476190476191
1972,CAR,0.4186046511627907
1972,MMP,0.313953488372093
1972,BAL,0.4642857142857143
1972,INA,0.5581395348837209
1972,ATL,0.44047619047619047
1972,PHO,0.5952380952380952
1972,DLC,0.5
1972,MIL,0.7619047619047619
1972,PTC,0.3023255813953488
1973,HOU,0.40476190476190477
1973,POR,0.2619047619047619
1973,SEA,0.32142857142857145
1973,SDA,0.36046511627906974
1973,BOS,0.8214285714285714
1973,KEN,0.6627906976744186
1973,CLE,0.39285714285714285
1973,VIR,0.5
1973,UTS,0.6511627906976745
1973,DNR,0.5581395348837209
1973,MMT,0.29069767441860467
1973,CHI,0.6190476190476191
1973,BUF,0.2619047619047619
1973,DET,0.4880952380952381
1973,NYA,0.36046511627906974
1973,KCO,0.44047619047619047
1973,LAL,0.7261904761904762
1973,NYK,0.6904761904761905
1973,GSW,0.5714285714285714
1973,PHI,0.11904761904761904
1973,CAR,0.6744186046511628
1973,BAL,0.6309523809523809
1973,INA,0.6046511627906976
1973,ATL,0.5595238095238095
1973,PHO,0.4642857142857143
1973,DLC,0.3372093023255814
1973,MIL,0.7261904761904762
1974,HOU,0.39285714285714285
1974,POR,0.3333333333333333
1974,SEA,0.44047619047619047
1974,SDA,0.4418604651162791
1974,BOS,0.6785714285714286
1974,KEN,0.627906976744186
1974,CLE,0.35714285714285715
1974,VIR,0.3372093023255814
1974,UTS,0.6046511627906976
1974,DNR,0.4418604651162791
1974,MMT,0.2558139534883721
1974,BUF,0.5119047619047619
1974,CHI,0.6547619047619048
1974,DET,0.6309523809523809
1974,NYA,0.6511627906976745
1974,KCO,0.40476190476190477
1974,LAL,0.5714285714285714
1974,NYK,0.5952380952380952
1974,GSW,0.5357142857142857
1974,PHI,0.30952380952380953
1974,CAR,0.5581395348837209
1974,CAP,0.5714285714285714
1974,SAA,0.5348837209302325
1974,INA,0.5465116279069767
1974,ATL,0.42857142857142855
1974,PHO,0.36904761904761907
1974,MIL,0.7142857142857143
1975,HOU,0.5
1975,POR,0.4642857142857143
1975,SEA,0.5238095238095238
1975,SDA,0.37209302325581395
1975,BOS,0.7261904761904762
1975,MMS,0.32558139534883723
1975,NOJ,0.2857142857142857
1975,DNA,0.7674418604651163
1975,KEN,0.686046511627907
1975,CLE,0.4880952380952381
1975,SSL,0.38372093023255816
1975,VIR,0.18604651162790697
1975,UTS,0.45348837209302323
1975,WSB,0.7261904761904762
1975,CHI,0.5714285714285714
1975,BUF,0.5952380952380952
1975,NYA,0.686046511627907
1975,DET,0.4880952380952381
1975,KCO,0.5357142857142857
1975,LAL,0.36904761904761907
1975,NYK,0.4880952380952381
1975,PHI,0.4166666666666667
1975,GSW,0.5833333333333334
1975,SAA,0.6046511627906976
1975,ATL,0.38095238095238093
1975,INA,0.5348837209302325
1975,PHO,0.39285714285714285
1975,MIL,0.4642857142857143
1976,HOU,0.4880952380952381
1976,POR,0.4523809523809524
1976,SEA,0.5238095238095238
1976,BOS,0.6547619047619048
1976,NOJ,0.4642857142857143
1976,DNA,0.7093023255813954
1976,KEN,0.5465116279069767
1976,CLE,0.5952380952380952
1976,SSL,0.4186046511627907
1976,VIR,0.18823529411764706
1976,UTS,0.2777777777777778
1976,WSB,0.5833333333333334
1976,BUF,0.5595238095238095
1976,CHI,0.2976190476190476
1976,NYA,0.6511627906976745
1976,DET,0.44047619047619047
1976,LAL,0.4880952380952381
1976,NYK,0.4642857142857143
1976,PHI,0.5595238095238095
1976,GSW,0.7142857142857143
1976,KCK,0.38095238095238093
1976,SAA,0.5930232558139535
1976,INA,0.46511627906976744
1976,ATL,0.35714285714285715
1976,PHO,0.5119047619047619
1976,SDS,0.3076923076923077
1976,MIL,0.4642857142857143
1977,HOU,0.5952380952380952
1977,POR,0.5952380952380952
1977,SEA,0.4880952380952381
1977,BOS,0.5357142857142857
1977,NOJ,0.42857142857142855
1977,CLE,0.5238095238095238
1977,SAS,0.5357142857142857
1977,WSB,0.5833333333333334
1977,BUF,0.36904761904761907
1977,CHI,0.5357142857142857
1977,DET,0.5357142857142857
1977,LAL,0.6428571428571429
1977,NYK,0.4880952380952381
1977,GSW,0.5595238095238095
1977,PHI,0.6071428571428571
1977,KCK,0.4880952380952381
1977,NYN,0.27380952380952384
1977,ATL,0.38095238095238093
1977,IND,0.44047619047619047
1977,PHO,0.4166666666666667
1977,MIL,0.36904761904761907
1977,DEN,0.6071428571428571
1978,HOU,0.34523809523809523
1978,POR,0.7023809523809523
1978,SEA,0.5714285714285714
1978,BOS,0.39285714285714285
1978,NOJ,0.47619047619047616
1978,CLE,0.5238095238095238
1978,SAS,0.6309523809523809
1978,WSB,0.5357142857142857
1978,BUF,0.3333333333333333
1978,CHI,0.4880952380952381
1978,DET,0.4642857142857143
1978,LAL,0.5476190476190477
1978,NYK,0.5238095238095238
1978,GSW,0.5238095238095238
1978,PHI,0.6666666666666666
1978,KCK,0.38095238095238093
1978,ATL,0.5
1978,IND,0.38095238095238093
1978,PHO,0.5952380952380952
1978,NJN,0.2976190476190476
1978,MIL,0.5357142857142857
1978,DEN,0.5833333333333334
1979,HOU,0.5714285714285714
1979,POR,0.5476190476190477
1979,SEA,0.6309523809523809
1979,BOS,0.35714285714285715
1979,NOJ,0.32142857142857145
1979,CLE,0.36904761904761907
1979,SAS,0.5833333333333334
1979,WSB,0.6547619047619048
1979,CHI,0.38095238095238093
1979,DET,0.36904761904761907
1979,LAL,0.5714285714285714
1979,NYK,0.38095238095238093
1979,PHI,0.5714285714285714
1979,GSW,0.4642857142857143
1979,KCK,0.5833333333333334
1979,NJN,0.4523809523809524
1979,ATL,0.5595238095238095
1979,IND,0.4642857142857143
1979,PHO,0.6071428571428571
1979,MIL,0.4642857142857143
1979,DEN,0.5714285714285714
1979,SDC,0.5238095238095238
1980,HOU,0.5
1980,POR,0.4642857142857143
1980,SEA,0.6785714285714286
1980,BOS,0.7380952380952381
1980,UTA,0.2976190476190476
1980,CLE,0.4523809523809524
1980,SAS,0.5
1980,WSB,0.47619047619047616
1980,CHI,0.36904761904761907
1980,DET,0.20238095238095238
1980,LAL,0.7261904761904762
1980,NYK,0.47619047619047616
1980,PHI,0.7142857142857143
1980,GSW,0.2976190476190476
1980,KCK,0.5714285714285714
1980,NJN,0.4166666666666667
1980,ATL,0.6071428571428571
1980,IND,0.4523809523809524
1980,PHO,0.6666666666666666
1980,MIL,0.5952380952380952
1980,DEN,0.36904761904761907
1980,SDC,0.42857142857142855
1981,HOU,0.4880952380952381
1981,POR,0.5476190476190477
1981,SEA,0.4166666666666667
1981,BOS,0.75
1981,UTA,0.34523809523809523
1981,CLE,0.34523809523809523
1981,SAS,0.6309523809523809
1981,WSB,0.47619047619047616
1981,CHI,0.5476190476190477
1981,DET,0.2619047619047619
1981,LAL,0.6547619047619048
1981,NYK,0.6071428571428571
1981,GSW,0.47619047619047616
1981,PHI,0.75
1981,KCK,0.4880952380952381
1981,NJN,0.2976190476190476
1981,ATL,0.38095238095238093
1981,IND,0.5357142857142857
1981,PHO,0.6904761904761905
1981,MIL,0.7261904761904762
1981,DAL,0.19047619047619047
1981,DEN,0.4523809523809524
1981,SDC,0.44047619047619047
1982,HOU,0.5595238095238095
1982,POR,0.5119047619047619
1982,SEA,0.6309523809523809
1982,BOS,0.7619047619047619
1982,UTA,0.30952380952380953
1982,CLE,0.19047619047619047
1982,SAS,0.5833333333333334
1982,WSB,0.5238095238095238
1982,CHI,0.4166666666666667
1982,DET,0.47619047619047616
1982,LAL,0.6904761904761905
1982,NYK,0.40476190476190477
1982,PHI,0.7023809523809523
1982,GSW,0.5476190476190477
1982,KCK,0.36904761904761907
1982,NJN,0.5357142857142857
1982,IND,0.42857142857142855
1982,PHO,0.5595238095238095
1982,ATL,0.5119047619047619
1982,MIL,0.6666666666666666
1982,DAL,0.34523809523809523
1982,DEN,0.5595238095238095
1982,SDC,0.21428571428571427
1983,HOU,0.17857142857142858
1983,POR,0.5595238095238095
1983,SEA,0.5833333333333334
1983,BOS,0.6785714285714286
1983,UTA,0.36904761904761907
1983,CLE,0.2857142857142857
1983,SAS,0.6428571428571429
1983,WSB,0.5119047619047619
1983,CHI,0.34523809523809523
1983,DET,0.4523809523809524
1983,LAL,0.7023809523809523
1983,NYK,0.5357142857142857
1983,GSW,0.36904761904761907
1983,PHI,0.7857142857142857
1983,KCK,0.5476190476190477
1983,ATL,0.5238095238095238
1983,NJN,0.5952380952380952
1983,IND,0.25
1983,PHO,0.6428571428571429
1983,MIL,0.6190476190476191
1983,DAL,0.4642857142857143
1983,DEN,0.5476190476190477
1983,SDC,0.30952380952380953
1984,HOU,0.35714285714285715
1984,POR,0.5833333333333334
1984,SEA,0.5119047619047619
1984,BOS,0.75
1984,UTA,0.5476190476190477
1984,CLE,0.34523809523809523
1984,SAS,0.4523809523809524
1984,WSB,0.42857142857142855
1984,CHI,0.3333333333333333
1984,DET,0.5952380952380952
1984,LAL,0.6547619047619048
1984,NYK,0.5714285714285714
1984,PHI,0.6309523809523809
1984,GSW,0.4523809523809524
1984,KCK,0.4642857142857143
1984,ATL,0.4880952380952381
1984,NJN,0.5476190476190477
1984,IND,0.32142857142857145
1984,PHO,0.5
1984,MIL,0.6071428571428571
1984,DAL,0.5238095238095238
1984,DEN,0.4642857142857143
1984,SDC,0.36904761904761907
1985,HOU,0.5833333333333334
1985,POR,0.5119047619047619
1985,SEA,0.38095238095238093
1985,LAC,0.38095238095238093
1985,BOS,0.7619047619047619
1985,UTA,0.5
1985,CLE,0.44047619047619047
1985,SAS,0.5
1985,WSB,0.4880952380952381
1985,CHI,0.4642857142857143
1985,DET,0.5595238095238095
1985,LAL,0.75
1985,NYK,0.2976190476190476
1985,PHI,0.7023809523809523
1985,GSW,0.27380952380952384
1985,KCK,0.38095238095238093
1985,ATL,0.4166666666666667
1985,NJN,0.5119047619047619
1985,PHO,0.44047619047619047
1985,IND,0.27380952380952384
1985,MIL,0.7142857142857143
1985,DAL,0.5357142857142857
1985,DEN,0.6309523809523809
1986,HOU,0.6190476190476191
1986,POR,0.4880952380952381
1986,SEA,0.38095238095238093
1986,LAC,0.39285714285714285
1986,BOS,0.8095238095238095
1986,UTA,0.5119047619047619
1986,CLE,0.35714285714285715
1986,SAS,0.42857142857142855
1986,WSB,0.47619047619047616
1986,CHI,0.36904761904761907
1986,DET,0.5595238095238095
1986,SAC,0.4523809523809524
1986,LAL,0.75
1986,NYK,0.2857142857142857
1986,PHI,0.6547619047619048
1986,GSW,0.36904761904761907
1986,ATL,0.6071428571428571
1986,NJN,0.47619047619047616
1986,IND,0.32142857142857145
1986,PHO,0.39285714285714285
1986,MIL,0.6904761904761905
1986,DAL,0.5357142857142857
1986,DEN,0.5714285714285714
1987,HOU,0.5119047619047619
1987,POR,0.5952380952380952
1987,SEA,0.47619047619047616
1987,LAC,0.15476190476190477
1987,BOS,0.7142857142857143
1987,UTA,0.5357142857142857
1987,CLE,0.38095238095238093
1987,SAS,0.34523809523809523
1987,WSB,0.5119047619047619
1987,CHI,0.4880952380952381
1987,DET,0.6309523809523809
1987,SAC,0.35714285714285715
1987,LAL,0.7857142857142857
1987,NYK,0.2976190476190476
1987,PHI,0.5476190476190477
1987,GSW,0.5119047619047619
1987,ATL,0.6904761904761905
1987,NJN,0.2976190476190476
1987,IND,0.5
1987,PHO,0.44047619047619047
1987,MIL,0.6071428571428571
1987,DAL,0.6666666666666666
1987,DEN,0.4523809523809524
1988,HOU,0.5595238095238095
1988,POR,0.6428571428571429
1988,SEA,0.5357142857142857
1988,LAC,0.21428571428571427
1988,BOS,0.6904761904761905
1988,UTA,0.5714285714285714
1988,CLE,0.5119047619047619
1988,SAS,0.38095238095238093
1988,WSB,0.4642857142857143
1988,CHI,0.6071428571428571
1988,DET,0.6547619047619048
1988,SAC,0.2976190476190476
1988,LAL,0.75
1988,NYK,0.4642857142857143
1988,PHI,0.44047619047619047
1988,GSW,0.25
1988,ATL,0.6071428571428571
1988,IND,0.4642857142857143
1988,PHO,0.34523809523809523
1988,NJN,0.23809523809523808
1988,MIL,0.5119047619047619
1988,DAL,0.6428571428571429
1988,DEN,0.6547619047619048
1989,HOU,0.5476190476190477
1989,POR,0.47619047619047616
1989,SEA,0.5714285714285714
1989,LAC,0.2619047619047619
1989,BOS,0.5119047619047619
1989,UTA,0.6190476190476191
1989,CLE,0.6904761904761905
1989,SAS,0.2619047619047619
1989,WSB,0.4880952380952381
1989,CHI,0.5714285714285714
1989,DET,0.7619047619047619
1989,SAC,0.3333333333333333
1989,LAL,0.6904761904761905
1989,NYK,0.6309523809523809
1989,PHI,0.5595238095238095
1989,GSW,0.5238095238095238
1989,ATL,0.6309523809523809
1989,NJN,0.32142857142857145
1989,PHO,0.6666666666666666
1989,IND,0.34523809523809523
1989,MIL,0.5952380952380952
1989,DAL,0.4642857142857143
1989,CHH,0.25
1989,MIA,0.19047619047619047
1989,DEN,0.5357142857142857
1990,HOU,0.5
1990,POR,0.7142857142857143
1990,SEA,0.5
1990,LAC,0.36904761904761907
1990,BOS,0.6309523809523809
1990,UTA,0.6666666666666666
1990,CLE,0.5119047619047619
1990,SAS,0.6785714285714286
1990,ORL,0.2261904761904762
1990,WSB,0.38095238095238093
1990,CHI,0.6666666666666666
1990,DET,0.7142857142857143
1990,SAC,0.2857142857142857
1990,LAL,0.7619047619047619
1990,NYK,0.5476190476190477
1990,GSW,0.4523809523809524
1990,PHI,0.6428571428571429
1990,NJN,0.21428571428571427
1990,IND,0.5119047619047619
1990,PHO,0.6547619047619048
1990,ATL,0.5
1990,MIN,0.27380952380952384
1990,MIL,0.5357142857142857
1990,DAL,0.5714285714285714
1990,CHH,0.23809523809523808
1990,MIA,0.2261904761904762
1990,DEN,0.5238095238095238
1991,HOU,0.6309523809523809
1991,POR,0.7619047619047619
1991,SEA,0.5
1991,LAC,0.38095238095238093
1991,BOS,0.6785714285714286
1991,UTA,0.6547619047619048
1991,CLE,0.40476190476190477
1991,SAS,0.6666666666666666
1991,WSB,0.36904761904761907
1991,ORL,0.38095238095238093
1991,CHI,0.7380952380952381
1991,DET,0.6071428571428571
1991,SAC,0.30952380952380953
1991,LAL,0.7023809523809523
1991,NYK,0.47619047619047616
1991,PHI,0.5357142857142857
1991,GSW,0.5357142857142857
1991,ATL,0.5238095238095238
1991,IND,0.5
1991,PHO,0.6666666666666666
1991,NJN,0.32142857142857145
1991,MIN,0.35714285714285715
1991,MIL,0.5833333333333334
1991,DAL,0.34523809523809523
1991,CHH,0.32142857142857145
1991,MIA,0.2976190476190476
1991,DEN,0.25
1992,HOU,0.5119047619047619
1992,POR,0.6904761904761905
1992,SEA,0.5714285714285714
1992,LAC,0.5476190476190477
1992,BOS,0.6190476190476191
1992,UTA,0.6666666666666666
1992,CLE,0.6904761904761905
1992,SAS,0.5714285714285714
1992,ORL,0.2619047619047619
1992,WSB,0.30952380952380953
1992,CHI,0.8095238095238095
1992,DET,0.5833333333333334
1992,SAC,0.35714285714285715
1992,LAL,0.5238095238095238
1992,NYK,0.6190476190476191
1992,GSW,0.6666666666666666
1992,PHI,0.42857142857142855
1992,ATL,0.4642857142857143
1992,IND,0.4880952380952381
1992,PHO,0.6428571428571429
1992,NJN,0.4880952380952381
1992,MIN,0.19047619047619047
1992,MIL,0.38095238095238093
1992,DAL,0.27380952380952384
1992,CHH,0.38095238095238093
1992,MIA,0.4642857142857143
1992,DEN,0.2976190476190476
1993,HOU,0.6666666666666666
1993,POR,0.6190476190476191
1993,SEA,0.6666666666666666
1993,LAC,0.5
1993,BOS,0.5833333333333334
1993,UTA,0.5714285714285714
1993,CLE,0.6547619047619048
1993,SAS,0.5952380952380952
1993,ORL,0.5
1993,WSB,0.27380952380952384
1993,CHI,0.6904761904761905
1993,DET,0.4880952380952381
1993,SAC,0.30952380952380953
1993,LAL,0.47619047619047616
1993,NYK,0.7261904761904762
1993,PHI,0.32142857142857145
1993,GSW,0.4166666666666667
1993,NJN,0.5238095238095238
1993,IND,0.5
1993,PHO,0.75
1993,ATL,0.5238095238095238
1993,MIN,0.23809523809523808
1993,MIL,0.34523809523809523
1993,DAL,0.14285714285714285
1993,CHH,0.5357142857142857
1993,MIA,0.44047619047619047
1993,DEN,0.44047619047619047
1994,HOU,0.7023809523809523
1994,POR,0.5714285714285714
1994,SEA,0.7619047619047619
1994,LAC,0.3333333333333333
1994,BOS,0.39285714285714285
1994,UTA,0.6428571428571429
1994,CLE,0.5714285714285714
1994,SAS,0.6666666666666666
1994,ORL,0.6071428571428571
1994,WSB,0.2976190476190476
1994,CHI,0.6666666666666666
1994,DET,0.25
1994,SAC,0.34523809523809523
1994,LAL,0.40476190476190477
1994,NYK,0.6904761904761905
1994,PHI,0.30952380952380953
1994,GSW,0.6071428571428571
1994,ATL,0.6904761904761905
1994,NJN,0.5476190476190477
1994,PHO,0.6785714285714286
1994,IND,0.5714285714285714
1994,MIN,0.25
1994,MIL,0.25
1994,DAL,0.16666666666666666
1994,CHH,0.5
1994,MIA,0.5119047619047619
1994,DEN,0.5119047619047619
1995,HOU,0.5714285714285714
1995,POR,0.5357142857142857
1995,SEA,0.6904761904761905
1995,LAC,0.21428571428571427
1995,BOS,0.42857142857142855
1995,UTA,0.7261904761904762
1995,CLE,0.5238095238095238
1995,SAS,0.75
1995,WSB,0.2619047619047619
1995,ORL,0.6904761904761905
1995,CHI,0.5714285714285714
1995,DET,0.34523809523809523
1995,SAC,0.47619047619047616
1995,LAL,0.5833333333333334
1995,NYK,0.6666666666666666
1995,GSW,0.32142857142857145
1995,PHI,0.2976190476190476
1995,NJN,0.36904761904761907
1995,IND,0.6309523809523809
1995,PHO,0.7142857142857143
1995,ATL,0.5119047619047619
1995,MIN,0.2619047619047619
1995,MIL,0.4166666666666667
1995,DAL,0.44047619047619047
1995,CHH,0.6071428571428571
1995,MIA,0.39285714285714285
1995,DEN,0.5
1996,HOU,0.5833333333333334
1996,POR,0.5357142857142857
1996,DEN,0.42857142857142855
1996,SEA,0.7738095238095238
1996,LAC,0.35714285714285715
1996,BOS,0.40476190476190477
1996,UTA,0.6666666666666666
1996,CLE,0.5714285714285714
1996,TOR,0.2619047619047619
